client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
7e38c74e967b8b291fb67e09aaf28d5046053a8dff73d87f56a16227d415009028ce5724f25a6eb4a924ebd5d78f09caf487296f0dd6351177456269563411bc	common_voice_en_22116874.mp3	Firefox	2	0				en	Singleword Benchmark
7e38c74e967b8b291fb67e09aaf28d5046053a8dff73d87f56a16227d415009028ce5724f25a6eb4a924ebd5d78f09caf487296f0dd6351177456269563411bc	common_voice_en_22116875.mp3	no	11	0				en	Singleword Benchmark
7e38c74e967b8b291fb67e09aaf28d5046053a8dff73d87f56a16227d415009028ce5724f25a6eb4a924ebd5d78f09caf487296f0dd6351177456269563411bc	common_voice_en_22116879.mp3	six	2	0				en	Singleword Benchmark
7e38c74e967b8b291fb67e09aaf28d5046053a8dff73d87f56a16227d415009028ce5724f25a6eb4a924ebd5d78f09caf487296f0dd6351177456269563411bc	common_voice_en_22116897.mp3	eight	2	0				en	Singleword Benchmark
7e38c74e967b8b291fb67e09aaf28d5046053a8dff73d87f56a16227d415009028ce5724f25a6eb4a924ebd5d78f09caf487296f0dd6351177456269563411bc	common_voice_en_22116900.mp3	zero	3	0				en	Singleword Benchmark
7e38c74e967b8b291fb67e09aaf28d5046053a8dff73d87f56a16227d415009028ce5724f25a6eb4a924ebd5d78f09caf487296f0dd6351177456269563411bc	common_voice_en_22116902.mp3	one	2	0				en	Singleword Benchmark
7e38c74e967b8b291fb67e09aaf28d5046053a8dff73d87f56a16227d415009028ce5724f25a6eb4a924ebd5d78f09caf487296f0dd6351177456269563411bc	common_voice_en_22116904.mp3	seven	2	0				en	Singleword Benchmark
7e38c74e967b8b291fb67e09aaf28d5046053a8dff73d87f56a16227d415009028ce5724f25a6eb4a924ebd5d78f09caf487296f0dd6351177456269563411bc	common_voice_en_22116906.mp3	Hey	2	0				en	Singleword Benchmark
7e38c74e967b8b291fb67e09aaf28d5046053a8dff73d87f56a16227d415009028ce5724f25a6eb4a924ebd5d78f09caf487296f0dd6351177456269563411bc	common_voice_en_22116915.mp3	nine	3	0				en	Singleword Benchmark
7e38c74e967b8b291fb67e09aaf28d5046053a8dff73d87f56a16227d415009028ce5724f25a6eb4a924ebd5d78f09caf487296f0dd6351177456269563411bc	common_voice_en_22116918.mp3	two	2	0				en	Singleword Benchmark
