client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118818.mp3	шесть	2	0	twenties	male		ru	Singleword Benchmark
26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118834.mp3	три	2	0	twenties	male		ru	Singleword Benchmark
26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118839.mp3	семь	2	0	twenties	male		ru	Singleword Benchmark
26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118848.mp3	Эй	2	0	twenties	male		ru	Singleword Benchmark
26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118853.mp3	восемь	2	0	twenties	male		ru	Singleword Benchmark
26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118857.mp3	нет	2	0	twenties	male		ru	Singleword Benchmark
26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118861.mp3	один	2	0	twenties	male		ru	Singleword Benchmark
26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118863.mp3	четыре	2	0	twenties	male		ru	Singleword Benchmark
26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118868.mp3	Firefox	2	0	twenties	male		ru	Singleword Benchmark
26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118871.mp3	девять	2	0	twenties	male		ru	Singleword Benchmark
26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118878.mp3	ноль	2	0	twenties	male		ru	Singleword Benchmark
26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118884.mp3	два	2	0	twenties	male		ru	Singleword Benchmark
26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118889.mp3	да	2	1	twenties	male		ru	Singleword Benchmark
26cb4c297d13a6ff01d6a649746ece559d255115d415a591d8dad6e209711852be95f001981ecaca32f1fdb3a14389f68300fd1110977ff2ed73995be00007ea	common_voice_ru_22118894.mp3	пять	2	0	twenties	male		ru	Singleword Benchmark
2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904669.mp3	да	2	0	teens	male		ru	Singleword Benchmark
2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904670.mp3	ноль	2	0	teens	male		ru	Singleword Benchmark
2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904671.mp3	два	2	0	teens	male		ru	Singleword Benchmark
2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904672.mp3	три	2	0	teens	male		ru	Singleword Benchmark
2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904673.mp3	девять	2	0	teens	male		ru	Singleword Benchmark
2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904689.mp3	один	2	0	teens	male		ru	Singleword Benchmark
2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904691.mp3	нет	2	0	teens	male		ru	Singleword Benchmark
2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904692.mp3	шесть	2	0	teens	male		ru	Singleword Benchmark
2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904693.mp3	восемь	2	0	teens	male		ru	Singleword Benchmark
2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904706.mp3	четыре	2	0	teens	male		ru	Singleword Benchmark
2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904708.mp3	семь	2	0	teens	male		ru	Singleword Benchmark
2cfb4391fe2ab85d1645753993980f931c8aa94d37a0ccafa217679f3c3da662b9ae187973823eeffcb505b86773a9363dc46491714b5d7ad72ba2e529206812	common_voice_ru_21904749.mp3	Firefox	2	0	teens	male		ru	Singleword Benchmark
