client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
5ccd151b6c8adb14452960ab0763ce25872fa24b8dedbcf1ae008707ffe826ecd2e2ad77eb426f5f9a1fa671e13dfeecd84f3e96dffbad8979ffb996129b8bd9	common_voice_ja_22244729.mp3	し	2	0	twenties	female		ja	Singleword Benchmark
5ccd151b6c8adb14452960ab0763ce25872fa24b8dedbcf1ae008707ffe826ecd2e2ad77eb426f5f9a1fa671e13dfeecd84f3e96dffbad8979ffb996129b8bd9	common_voice_ja_22244731.mp3	いいえ	2	1	twenties	female		ja	Singleword Benchmark
5ccd151b6c8adb14452960ab0763ce25872fa24b8dedbcf1ae008707ffe826ecd2e2ad77eb426f5f9a1fa671e13dfeecd84f3e96dffbad8979ffb996129b8bd9	common_voice_ja_22244733.mp3	はい	3	0	twenties	female		ja	Singleword Benchmark
5ccd151b6c8adb14452960ab0763ce25872fa24b8dedbcf1ae008707ffe826ecd2e2ad77eb426f5f9a1fa671e13dfeecd84f3e96dffbad8979ffb996129b8bd9	common_voice_ja_22244735.mp3	に	2	0	twenties	female		ja	Singleword Benchmark
5ccd151b6c8adb14452960ab0763ce25872fa24b8dedbcf1ae008707ffe826ecd2e2ad77eb426f5f9a1fa671e13dfeecd84f3e96dffbad8979ffb996129b8bd9	common_voice_ja_22244737.mp3	ろく	2	0	twenties	female		ja	Singleword Benchmark
5ccd151b6c8adb14452960ab0763ce25872fa24b8dedbcf1ae008707ffe826ecd2e2ad77eb426f5f9a1fa671e13dfeecd84f3e96dffbad8979ffb996129b8bd9	common_voice_ja_22244766.mp3	ご	2	1	twenties	female		ja	Singleword Benchmark
5ccd151b6c8adb14452960ab0763ce25872fa24b8dedbcf1ae008707ffe826ecd2e2ad77eb426f5f9a1fa671e13dfeecd84f3e96dffbad8979ffb996129b8bd9	common_voice_ja_22244768.mp3	いち	2	0	twenties	female		ja	Singleword Benchmark
5ccd151b6c8adb14452960ab0763ce25872fa24b8dedbcf1ae008707ffe826ecd2e2ad77eb426f5f9a1fa671e13dfeecd84f3e96dffbad8979ffb996129b8bd9	common_voice_ja_22244770.mp3	れい	2	0	twenties	female		ja	Singleword Benchmark
5ccd151b6c8adb14452960ab0763ce25872fa24b8dedbcf1ae008707ffe826ecd2e2ad77eb426f5f9a1fa671e13dfeecd84f3e96dffbad8979ffb996129b8bd9	common_voice_ja_22244772.mp3	く	2	1	twenties	female		ja	Singleword Benchmark
5ccd151b6c8adb14452960ab0763ce25872fa24b8dedbcf1ae008707ffe826ecd2e2ad77eb426f5f9a1fa671e13dfeecd84f3e96dffbad8979ffb996129b8bd9	common_voice_ja_22244774.mp3	さん	2	0	twenties	female		ja	Singleword Benchmark
5ccd151b6c8adb14452960ab0763ce25872fa24b8dedbcf1ae008707ffe826ecd2e2ad77eb426f5f9a1fa671e13dfeecd84f3e96dffbad8979ffb996129b8bd9	common_voice_ja_22244881.mp3	しち	2	0	twenties	female		ja	Singleword Benchmark
5ccd151b6c8adb14452960ab0763ce25872fa24b8dedbcf1ae008707ffe826ecd2e2ad77eb426f5f9a1fa671e13dfeecd84f3e96dffbad8979ffb996129b8bd9	common_voice_ja_22244883.mp3	はち	2	0	twenties	female		ja	Singleword Benchmark
62f831c8c24038302187534b01c3bd81834e6c1f6f6b01a139d3b42a09171145313294404ad8adb52de5f024d415945e4f8ec73230cbbbae9dab49d1ba05fd27	common_voice_ja_22191237.mp3	はい	2	0				ja	Singleword Benchmark
62f831c8c24038302187534b01c3bd81834e6c1f6f6b01a139d3b42a09171145313294404ad8adb52de5f024d415945e4f8ec73230cbbbae9dab49d1ba05fd27	common_voice_ja_22191240.mp3	いち	2	0				ja	Singleword Benchmark
62f831c8c24038302187534b01c3bd81834e6c1f6f6b01a139d3b42a09171145313294404ad8adb52de5f024d415945e4f8ec73230cbbbae9dab49d1ba05fd27	common_voice_ja_22191241.mp3	し	2	0				ja	Singleword Benchmark
62f831c8c24038302187534b01c3bd81834e6c1f6f6b01a139d3b42a09171145313294404ad8adb52de5f024d415945e4f8ec73230cbbbae9dab49d1ba05fd27	common_voice_ja_22191245.mp3	く	2	0				ja	Singleword Benchmark
62f831c8c24038302187534b01c3bd81834e6c1f6f6b01a139d3b42a09171145313294404ad8adb52de5f024d415945e4f8ec73230cbbbae9dab49d1ba05fd27	common_voice_ja_22191248.mp3	さん	2	0				ja	Singleword Benchmark
62f831c8c24038302187534b01c3bd81834e6c1f6f6b01a139d3b42a09171145313294404ad8adb52de5f024d415945e4f8ec73230cbbbae9dab49d1ba05fd27	common_voice_ja_22191255.mp3	に	2	0				ja	Singleword Benchmark
62f831c8c24038302187534b01c3bd81834e6c1f6f6b01a139d3b42a09171145313294404ad8adb52de5f024d415945e4f8ec73230cbbbae9dab49d1ba05fd27	common_voice_ja_22191262.mp3	はち	2	0				ja	Singleword Benchmark
62f831c8c24038302187534b01c3bd81834e6c1f6f6b01a139d3b42a09171145313294404ad8adb52de5f024d415945e4f8ec73230cbbbae9dab49d1ba05fd27	common_voice_ja_22191267.mp3	しち	2	0				ja	Singleword Benchmark
62f831c8c24038302187534b01c3bd81834e6c1f6f6b01a139d3b42a09171145313294404ad8adb52de5f024d415945e4f8ec73230cbbbae9dab49d1ba05fd27	common_voice_ja_22191271.mp3	れい	2	0				ja	Singleword Benchmark
62f831c8c24038302187534b01c3bd81834e6c1f6f6b01a139d3b42a09171145313294404ad8adb52de5f024d415945e4f8ec73230cbbbae9dab49d1ba05fd27	common_voice_ja_22191274.mp3	いいえ	2	0				ja	Singleword Benchmark
62f831c8c24038302187534b01c3bd81834e6c1f6f6b01a139d3b42a09171145313294404ad8adb52de5f024d415945e4f8ec73230cbbbae9dab49d1ba05fd27	common_voice_ja_22191299.mp3	ご	2	0				ja	Singleword Benchmark
62f831c8c24038302187534b01c3bd81834e6c1f6f6b01a139d3b42a09171145313294404ad8adb52de5f024d415945e4f8ec73230cbbbae9dab49d1ba05fd27	common_voice_ja_22191304.mp3	ろく	2	0				ja	Singleword Benchmark
6cae4e99bee576f73992db50a02dee742d5aa24fd14becaba963a27f1edbca9ba6531889fc5cdca47418c2089f5845d6a15b00f38d40036fdb47bd16d1d7d4d2	common_voice_ja_22308005.mp3	し	2	0	twenties	female		ja	Singleword Benchmark
6cae4e99bee576f73992db50a02dee742d5aa24fd14becaba963a27f1edbca9ba6531889fc5cdca47418c2089f5845d6a15b00f38d40036fdb47bd16d1d7d4d2	common_voice_ja_22308007.mp3	く	2	0	twenties	female		ja	Singleword Benchmark
6cae4e99bee576f73992db50a02dee742d5aa24fd14becaba963a27f1edbca9ba6531889fc5cdca47418c2089f5845d6a15b00f38d40036fdb47bd16d1d7d4d2	common_voice_ja_22308008.mp3	に	2	0	twenties	female		ja	Singleword Benchmark
6cae4e99bee576f73992db50a02dee742d5aa24fd14becaba963a27f1edbca9ba6531889fc5cdca47418c2089f5845d6a15b00f38d40036fdb47bd16d1d7d4d2	common_voice_ja_22308009.mp3	いち	2	0	twenties	female		ja	Singleword Benchmark
6cae4e99bee576f73992db50a02dee742d5aa24fd14becaba963a27f1edbca9ba6531889fc5cdca47418c2089f5845d6a15b00f38d40036fdb47bd16d1d7d4d2	common_voice_ja_22308010.mp3	しち	2	0	twenties	female		ja	Singleword Benchmark
6cae4e99bee576f73992db50a02dee742d5aa24fd14becaba963a27f1edbca9ba6531889fc5cdca47418c2089f5845d6a15b00f38d40036fdb47bd16d1d7d4d2	common_voice_ja_22314555.mp3	はち	2	0	twenties	female		ja	Singleword Benchmark
6cae4e99bee576f73992db50a02dee742d5aa24fd14becaba963a27f1edbca9ba6531889fc5cdca47418c2089f5845d6a15b00f38d40036fdb47bd16d1d7d4d2	common_voice_ja_22314556.mp3	はい	2	0	twenties	female		ja	Singleword Benchmark
6cae4e99bee576f73992db50a02dee742d5aa24fd14becaba963a27f1edbca9ba6531889fc5cdca47418c2089f5845d6a15b00f38d40036fdb47bd16d1d7d4d2	common_voice_ja_22314557.mp3	ご	2	0	twenties	female		ja	Singleword Benchmark
6cae4e99bee576f73992db50a02dee742d5aa24fd14becaba963a27f1edbca9ba6531889fc5cdca47418c2089f5845d6a15b00f38d40036fdb47bd16d1d7d4d2	common_voice_ja_22314558.mp3	いいえ	2	0	twenties	female		ja	Singleword Benchmark
6cae4e99bee576f73992db50a02dee742d5aa24fd14becaba963a27f1edbca9ba6531889fc5cdca47418c2089f5845d6a15b00f38d40036fdb47bd16d1d7d4d2	common_voice_ja_22314559.mp3	さん	2	0	twenties	female		ja	Singleword Benchmark
6cae4e99bee576f73992db50a02dee742d5aa24fd14becaba963a27f1edbca9ba6531889fc5cdca47418c2089f5845d6a15b00f38d40036fdb47bd16d1d7d4d2	common_voice_ja_22314580.mp3	ろく	2	0	twenties	female		ja	Singleword Benchmark
6cae4e99bee576f73992db50a02dee742d5aa24fd14becaba963a27f1edbca9ba6531889fc5cdca47418c2089f5845d6a15b00f38d40036fdb47bd16d1d7d4d2	common_voice_ja_22314581.mp3	れい	2	0	twenties	female		ja	Singleword Benchmark
7eb3e928c079e5f85ad5f178432e3d9d1d49a4758a3dc6aa8d3968279ade1a3d941db6a3a1fcd8d6b184da2981d69cc1b17a693ffd4a9d1fcd84a2dac0b9cca9	common_voice_ja_22288142.mp3	れい	2	0	teens	female		ja	Singleword Benchmark
7eb3e928c079e5f85ad5f178432e3d9d1d49a4758a3dc6aa8d3968279ade1a3d941db6a3a1fcd8d6b184da2981d69cc1b17a693ffd4a9d1fcd84a2dac0b9cca9	common_voice_ja_22288143.mp3	いち	2	0	teens	female		ja	Singleword Benchmark
7eb3e928c079e5f85ad5f178432e3d9d1d49a4758a3dc6aa8d3968279ade1a3d941db6a3a1fcd8d6b184da2981d69cc1b17a693ffd4a9d1fcd84a2dac0b9cca9	common_voice_ja_22288144.mp3	さん	2	0	teens	female		ja	Singleword Benchmark
7eb3e928c079e5f85ad5f178432e3d9d1d49a4758a3dc6aa8d3968279ade1a3d941db6a3a1fcd8d6b184da2981d69cc1b17a693ffd4a9d1fcd84a2dac0b9cca9	common_voice_ja_22288145.mp3	く	2	0	teens	female		ja	Singleword Benchmark
